Name,Short name,URL name,Tags,Home page,Publication scheme,Disclosure log,Notes,Created at,Updated at,Version
ACT Office of the Under Treasurer,"",act_office_of_the_under_treasurer,ACT_state ACT police,http://www.treasury.act.gov.au,"","",The Office of the Under Treasurer directly supports the Under Treasurer with advice on matters of policy and corporate strategy. It also provides executive and administrative assistance to the Under Treasurer and Ministerial liaison functions with the Treasurer’s Office,2015-03-09 16:38:45 +1100,2016-09-22 13:52:37 +1000,2
ACT Insurance Authority,"",act_insurance_authority,ACT ACT_state police,http://www.act.gov.au/actia,"","","The ACT Insurance Authority (ACTIA) is a statutory authority established by the ACT Government. <br>ACTIA's role is to manage the self-insurance arrangements of the ACT Government. As a captive insurer, ACTIA provides a full range of general insurance coverage for ACT Government directorates and agencies.",2015-03-09 16:38:45 +1100,2016-08-16 04:56:09 +1000,1
ACT Territory Records Office,"",act_territory_records_office,ACT ACT_state police,http://www.act.gov.au,"","","Territory Records Office: The Territory Records Office is responsible for the implementation of the Territory Records Act 2002 within Territory agencies, and the production of standards and guidelines to assist agencies to meet their legislative requirements for recordkeeping. The TRO also delivers Archives ACT, the public face of records management, and the community access point to older ACT Government records.",2015-03-09 16:38:45 +1100,2016-09-22 14:30:28 +1000,2
ACT Workplace Safety And Industrial Relations,"",act_workplace_safety_and_industrial_relations,ACT ACT_state police,http://www.cmd.act.gov.au,"","","The Workplace Safety and Industrial Relations Division provides a range of services to the ACT government, community and industry including:<br>•",2015-03-09 16:38:46 +1100,2016-09-22 14:30:28 +1000,2
Housing And Community Services ACT,"",housing_and_community_services_act,ACT_state ACT,"http://www.dhcs.act.gov.au/hcs/default.htm"" TARGET=""_top"">Community Services Directorate Homepage</a></span></td></tr><tr class=""Image/Map""><th width=""80"">Image/Map&nbsp;&nbsp;</th><td align=""left""><span></pre><center><A HREF='/us/images/","","","Housing ACT provides information on housing assistance options - public, private, and community based and emergency/crisis housing. Assesses the eligibility for and allocates public rental properties, Manages rental tenancies and tenant accounts. Assesses and provides rental assistance to public housing tenants (rental rebates). Manages the Customer Assistance Help line (complaints tenants may have in relation to ACT Housing's service or work).<br><br>Community Development manages public housing assets as the nominated owner for the territory, including acquisition, disposal, redevelopment and repair, maintenance and improvement of those assets. It also develops and manages Housing Policy and community housing. Community Services provides Supported Accommodation Assistance Program, a program for homelessness, and purchasing and policy also in relation to a range of community services - Including emergency relief, crisis counselling services and community development programs. Administers the ACT Concessions program.<br>",2015-03-09 16:38:46 +1100,2016-10-20 04:55:58 +1100,1
"ACT Office For Children, Youth And Family Support","",act_office_for_children_youth_and_family_support,ACT_state ACT police,http://www.act.gov.au,"","","The Office for Children, Youth and Family Support works in partnership with the community to provide care and protection services to children and young people, and family and community support to meet the needs of the people of the ACT. The Office also operates a forty bed youth detention centre and supervises young people who have been placed on a court order.",2015-03-09 16:38:46 +1100,2016-09-22 14:30:28 +1000,3
ACT Public Housing Renewal Taskforce,"",act_public_housing_renewal_taskforce,ACT_state ACT,http://www.act.gov.au,"","","The Public Housing Renewal Taskforce (Taskforce) has responsibility for the management, redevelopment and delivery of the following program of works:<br><br>Individual replacement projects for the public housing property portfolio on the Northbourne Avenue corridor<br><br>Program of accelerated renewal for the Public Housing portfolio including the redevelopment of Multi-Unit Properties<br><br>Asset Recycling Initiative – proposed program of asset sales and infrastructure investment<br><br>Omnibus Territory Plan Variations<br><br>The Taskforce comprises staff from the Community Services Directorate and the Chief Minister, Treasury and Economic Development Directorate.",2015-03-09 16:38:46 +1100,2017-05-07 15:38:48 +1000,3
Therapy ACT,"",therapy_act,ACT_state ACT,http://www.act.gov.au,"","","Therapy ACT provides a multidisciplinary therapy and support service for children, with developmental delays from birth to 8 years and people with developmental disabilities aged from birth to 65 years of age, including assistance with physical, intellectual, communication and other functional difficulties. It also provides an autism assessment service. Therapy and support services are available for physiotherapy, occupational therapy, speech pathology, social work and psychology.",2015-03-09 16:38:46 +1100,2016-09-19 15:51:35 +1000,1
ACT Gambling And Racing Commission,"",act_gambling_and_racing_commission,ACT ACT_state police,http://www.act.gov.au,"","","Controls, supervises and regulates gaming in the ACT including: gaming machines, lotteries, interactive gaming, casino, racing and wagering. The Commission collects relevant fees and taxes and monitors and researches social impacts of gambling.<br>",2015-03-09 16:38:46 +1100,2016-08-16 04:56:09 +1000,1
ACT Office For Schools,"",act_office_for_schools,ACT ACT_state police,http://www.det.act.gov.au,"","",To work closely with schools supporting them to develop sustainable processes that ensure a culture of school improvement and accountability related to their individual context.,2015-03-09 16:38:46 +1100,2016-09-22 14:30:28 +1000,2
ACT Office of the Surveyor-General and Land Information,"",act_office_of_the_surveyor_general_and_land_information,ACT_state ACT police,http://www.actpla.act.gov.au,"","","The Office of the Surveyor-General regulates surveying and registers surveyors in the ACT. It maintains the Territory's survey control infrastructure and is the verifying authority for length in the ACT. It provides advice to surveyors and examines survey plans for compliance with the Surveyors Act and the Districts Act. <br>The Office of the Surveyor-General also allocates and maintains street addresses, place names including road and division names, and the Government's spatial information about blocks, sections, districts, divisions, street addresses, electoral divisions, land tenure, roads, open space, national land, elevations including contours, community facilities, building footprints and water bodies.<br>",2015-03-09 16:38:59 +1100,2017-06-07 04:55:57 +1000,2
ACT Office of the Commissioner for Sustainability and the Environment,"",act_office_of_the_commissioner_for_sustainability_and_the_environment,ACT_state ACT police,http://www.envcomm.act.gov.au/,"","","The functions of the Office of the Commissioner for Sustainability and the Environment are to produce State of Environment Reports for the ACT, to investigate complaints from the community, regarding the management of the environment by the ACT Government and/or its Agencies, to conduct investigations into actions of an Agency, where those actions would have a substantial impact on the environment of the ACT, and to make recommendations for consideration by Government and include in her annual report the outcomes of those recommendations.",2015-03-09 16:38:59 +1100,2016-09-22 13:53:40 +1000,2
ACT Canberra Hospital Foundation,"",act_canberra_hospital_foundation,ACT ACT_state police,http://www.canberrahospitalfoundation.org.au,"","",This office is responsible for the coordination of Canberra Hospital fundraising activities. This includes the development of fundraising events and opportunities; receipt and processing of donations; and the development of appropriate policies and procedures. <br>,2015-03-09 16:38:59 +1100,2016-09-22 14:30:26 +1000,2
